40, 0.004768, -0.008773, 141.777215, 0.463575, -1
1, 0.359419, -0.022205, 3.318272, 0.270126, -1
1, 0.713557, -0.003956, 1.276490, 0.288307, -1
3, 1.016816, 0.000711, -1.025910, 0.310034, -1
4, 1.355445, -0.007916, -1.023923, 0.308456, -1
5, 1.660528, -0.026836, -0.531256, 0.256219, -1
6, 1.978963, -0.022380, -0.355875, 0.217301, -1
7, 2.630247, -0.031319, 0.671369, 0.189225, -1
8, 2.976035, -0.023291, 1.206194, 0.201498, -1
9, 3.276708, -0.029731, 2.318033, 0.449980, -1
10, 3.577368, -0.033794, 2.116557, 0.250547, -1
11, 3.877181, -0.027969, -30.277795, 0.224659, -1
11, 3.877181, -0.027969, -30.277795, 0.224659, -1
11, 3.877181, -0.027969, -30.277795, 0.224659, -1
14, 4.043932, -0.281187, 138.098024, 0.338734, -1
28, 4.098035, -0.660278, 95.019392, 0.125471, -1
16, 4.097263, -1.034836, -97.981570, 0.468993, -1
17, 4.055084, -1.344689, -97.958962, 0.149466, -1
25, 4.102391, -1.620406, 89.683888, 0.738775, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
19, 4.088286, -1.952449, -123.122424, 0.456076, -1
25, 4.102391, -1.620406, 89.683888, 0.738775, -1
17, 4.055084, -1.344689, -97.958962, 0.149466, -1
16, 4.097263, -1.034836, -97.981570, 0.468993, -1
28, 4.050282, -0.346306, 105.126952, 0.148945, -1
14, 4.043932, -0.281187, 138.098024, 0.338734, -1
14, 4.043932, -0.281187, 138.098024, 0.338734, -1
14, 4.043932, -0.281187, 138.098024, 0.338734, -1
11, 3.877181, -0.027969, -30.277795, 0.224659, -1
33, 3.438980, -0.099672, 176.849075, 0.294806, -1
34, 2.782785, -0.101705, -177.609398, 0.255301, -1
35, 2.460081, -0.115674, -177.655734, 0.208292, -1
5, 1.660528, -0.026836, -0.531256, 0.256219, -1
37, 1.187933, -0.025393, -179.622869, 0.303023, -1
38, 0.858968, -0.049117, -176.681763, 0.306403, -1
1, 0.359419, -0.022205, 3.318272, 0.270126, -1
40, 0.004768, -0.008773, 141.777215, 0.463575, -1
42, 0.001021, 0.018126, 75.357559, 0.504203, -1
42, 0.001021, 0.018126, 75.357559, 0.504203, -1
42, 0.001021, 0.018126, 75.357559, 0.504203, -1
42, 0.001021, 0.018126, 75.357559, 0.504203, -1
end
