0, -0.120575, -0.109006, 77.770016, 0.204412, -1
1, 0.280354, -0.068652, 2.025950, 0.073601, -1
2, 0.584676, -0.044119, 2.376907, 0.058645, -1
3, 0.949003, -0.027035, 1.604514, 0.151641, -1
4, 1.278522, -0.021909, -0.827911, 0.092897, -1
5, 1.647136, -0.027985, 0.130611, 0.100108, -1
6, 1.975283, -0.028817, 0.072142, 0.139932, -1
7, 2.281137, -0.027084, 0.814348, 0.093494, -1
8, 2.585710, -0.022833, 1.595951, 0.240619, -1
9, 2.901250, -0.003795, 3.505403, 0.203013, -1
10, 3.551586, 0.022635, -0.408813, 0.060261, -1
11, 3.862598, 0.018839, -1.212631, 0.117079, -1
12, 4.208121, 0.014978, -0.315203, 0.049224, -1
13, 4.831525, 0.005953, 0.485536, 0.117202, -1
14, 5.149467, -0.002715, 0.312670, 0.052031, -1
15, 5.455546, -0.011194, 0.160152, 0.127117, -1
16, 6.101157, 0.002876, 2.258332, 0.061441, -1
17, 6.101157, 0.002876, 2.258332, 0.075182, -1
18, 6.420255, 0.020751, 3.289460, 0.128569, -1
19, 6.759835, 0.037951, 1.636606, 0.174285, -1
20, 7.069640, -0.053207, -62.088660, 0.156408, -1
21, 7.069640, -0.053207, -62.088660, 0.097706, -1
22, 7.154083, -0.394631, -82.320315, 0.178766, -1
23, 7.197596, -0.720258, -85.738743, 0.122261, -1
24, 7.228615, -1.024094, -85.808138, 0.079713, -1
25, 7.274014, -1.355350, -85.448815, 0.108991, -1
26, 7.308378, -1.681585, -86.936430, 0.156438, -1
27, 7.327385, -2.036008, -87.409018, 0.234533, -1
28, 7.346127, -2.344265, -88.153065, 0.220562, -1
29, 7.340186, -2.664820, -90.758946, 0.151977, -1
30, 7.348086, -2.985157, -88.976389, 0.245211, -1
31, 7.350566, -3.322615, -88.056930, 0.218980, -1
32, 7.362215, -3.701227, -88.806488, 0.145187, -1
33, 7.366838, -4.029363, -89.701981, 0.151943, -1
34, 7.375166, -4.333613, -89.568608, 0.185074, -1
35, 7.366986, -4.984191, -90.203030, 0.189471, -1
36, 7.366986, -4.984191, -90.203030, 0.189796, -1
37, 7.381281, -5.609216, -89.056951, 0.279331, -1
38, 7.336770, -5.805789, -119.305510, 0.175274, -1
39, 7.287267, -5.894942, -151.373986, 0.213182, -1
40, 7.287267, -5.894942, -151.373986, 0.216623, -1
41, 6.956263, -5.958447, -174.372967, 0.247585, -1
42, 6.628517, -5.997201, -174.267946, 0.210476, -1
43, 6.266751, -6.020564, -175.975890, 0.252432, -1
44, 5.940665, -6.037302, -177.629793, 0.149556, -1
45, 5.639654, -6.051132, -177.740537, 0.292650, -1
46, 5.339865, -6.068786, -177.393905, 0.295586, -1
47, 4.996392, -6.085905, -178.077785, 0.253163, -1
48, 4.683808, -6.097569, -178.864759, 0.226490, -1
49, 4.357397, -6.104004, -178.628202, 0.230994, -1
50, 4.038282, -6.114432, -177.448765, 0.005469, -1
51, 3.678479, -6.121221, -177.401774, 0.055120, -1
52, 3.366066, -6.127810, -178.161783, 0.073138, -1
53, 3.030130, -6.137686, -178.192450, 0.171724, -1
54, 2.401859, -6.142892, -178.917816, 0.172192, -1
55, 2.099064, -6.134944, 178.427955, 0.123925, -1
56, 1.788086, -6.128222, 179.425258, 0.138469, -1
57, 1.485181, -6.122283, -179.820917, 0.164412, -1
58, 1.161845, -6.132485, -177.019584, 0.155094, -1
59, 0.820643, -6.155772, -176.713140, 0.114634, -1
60, 0.514342, -6.161643, 179.043177, 0.134965, -1
61, 0.210879, -6.132193, 173.725452, 0.214174, -1
62, 0.210879, -6.132193, 173.725452, 0.234505, -1
63, 0.163573, -6.127413, 143.125412, 0.210544, -1
64, 0.163573, -6.127413, 143.125412, 0.205686, -1
65, 0.121890, -5.782469, 95.183829, 0.317961, -1
66, 0.071843, -5.473831, 95.979423, 0.298983, -1
67, 0.029526, -5.173121, 94.821153, 0.292556, -1
68, -0.006374, -4.865605, 94.335431, 0.288361, -1
69, -0.037650, -4.535168, 93.439699, 0.305827, -1
70, -0.067951, -4.215703, 93.538095, 0.250158, -1
71, -0.074855, -3.907672, 92.027694, 0.237432, -1
72, -0.079841, -3.605636, 91.310340, 0.228009, -1
73, -0.093477, -3.275024, 90.461587, 0.193850, -1
74, -0.097942, -2.935894, 92.212376, 0.191050, -1
75, -0.118035, -2.629994, 92.591349, 0.199472, -1
76, -0.125295, -2.298221, 91.773420, 0.155549, -1
77, -0.128599, -1.991369, 90.942801, 0.125508, -1
78, -0.133089, -1.675803, 91.837446, 0.107580, -1
79, -0.126697, -1.375859, 92.720269, 0.061238, -1
80, -0.129626, -1.059622, 91.735540, 0.093739, -1
81, -0.157686, -0.414242, 92.123877, 0.176304, -1
82, -0.120575, -0.109006, 77.770016, 0.144095, -1
83, -0.120575, -0.109006, 77.770016, 0.158496, -1
84, -0.090780, 0.061317, 47.674679, 0.170807, -1
end
