0, 1.494000, 0.000000, -1
0, 1.493987, 0.005777, -1
0, 1.491950, 0.011536, -1
0, 1.490887, 0.017291, -1
0, 1.490799, 0.023055, -1
0, 1.489686, 0.028796, -1
0, 1.488548, 0.034527, -1
0, 1.487385, 0.040250, -1
0, 1.491195, 0.046137, -1
0, 1.489981, 0.051862, -1
0, 1.487745, 0.057534, -1
0, 1.481488, 0.062995, -1
0, 1.479203, 0.068612, -1
0, 1.477893, 0.074268, -1
0, 1.476558, 0.079913, -1
0, 1.480189, 0.085874, -1
0, 1.474814, 0.091241, -1
0, 1.473406, 0.096860, -1
0, 1.470977, 0.102389, -1
0, 1.474504, 0.108396, -1
0, 1.473023, 0.114000, -1
0, 1.472513, 0.119684, -1
0, 1.470983, 0.125270, -1
0, 1.469429, 0.130846, -1
0, 1.467851, 0.136410, -1
0, 1.467243, 0.142071, -1
0, 1.464624, 0.147504, -1
0, 1.463968, 0.153151, -1
0, 1.463288, 0.158796, -1
0, 1.460598, 0.164185, -1
0, 1.452930, 0.168901, -1
0, 1.450199, 0.174227, -1
0, 1.449426, 0.179812, -1
0, 1.448630, 0.185392, -1
0, 1.445830, 0.190674, -1
0, 1.443998, 0.196087, -1
0, 1.442143, 0.201488, -1
0, 1.443225, 0.207358, -1
0, 1.441322, 0.212746, -1
0, 1.439396, 0.218122, -1
0, 1.439417, 0.223833, -1
0, 1.444333, 0.230437, -1
0, 1.443315, 0.235995, -1
0, 1.436379, 0.240429, -1
0, 1.434336, 0.245762, -1
0, 1.432271, 0.251081, -1
0, 1.431163, 0.256587, -1
0, 1.430031, 0.262087, -1
0, 1.434745, 0.268830, -1
0, 1.433560, 0.274346, -1
0, 1.426493, 0.278558, -1
0, 1.425265, 0.284038, -1
0, 1.422065, 0.289062, -1
0, 1.426633, 0.295898, -1
0, 1.426302, 0.301611, -1
0, 1.424974, 0.307090, -1
0, 1.422652, 0.312321, -1
0, 1.421277, 0.317784, -1
0, 1.419879, 0.323241, -1
0, 1.418456, 0.328691, -1
0, 1.411215, 0.332582, -1
0, 1.409752, 0.337995, -1
0, 1.407301, 0.343134, -1
0, 1.406755, 0.348801, -1
0, 1.410989, 0.355848, -1
0, 1.409424, 0.361259, -1
0, 1.408795, 0.366948, -1
0, 1.401437, 0.370620, -1
0, 1.400764, 0.376282, -1
0, 1.399111, 0.381649, -1
0, 1.397434, 0.387008, -1
0, 1.402400, 0.394494, -1
0, 1.400667, 0.399868, -1
0, 1.398911, 0.405234, -1
0, 1.398079, 0.410910, -1
0, 1.389646, 0.414014, -1
0, 1.387828, 0.419332, -1
0, 1.386931, 0.424971, -1
0, 1.391663, 0.432614, -1
0, 1.384117, 0.435913, -1
0, 1.383143, 0.441548, -1
0, 1.399969, 0.453759, -1
0, 1.397040, 0.458772, -1
0, 1.378195, 0.457744, -1
0, 1.369651, 0.460503, -1
0, 1.370426, 0.466820, -1
0, 1.564789, 0.570623, -1
0, 1.562286, 0.576704, -1
0, 1.558835, 0.582387, -1
0, 1.556280, 0.588441, -1
0, 1.555537, 0.595274, -1
0, 1.554761, 0.602111, -1
0, 1.554866, 0.609356, -1
0, 1.561330, 0.619460, -1
0, 1.552231, 0.622650, -1
0, 1.550411, 0.629090, -1
0, 1.550377, 0.636363, -1
0, 1.548494, 0.642802, -1
0, 1.546581, 0.649238, -1
0, 1.545540, 0.656099, -1
0, 1.543565, 0.662529, -1
0, 1.543357, 0.669831, -1
0, 1.540421, 0.675817, -1
0, 1.545514, 0.685806, -1
0, 1.536258, 0.688651, -1
0, 1.535022, 0.695513, -1
0, 1.533752, 0.702379, -1
0, 1.537771, 0.712016, -1
0, 1.536421, 0.718909, -1
0, 1.528856, 0.722517, -1
0, 1.527453, 0.729386, -1
0, 1.523378, 0.734824, -1
0, 1.520159, 0.740723, -1
0, 1.525661, 0.751455, -1
0, 1.524986, 0.758829, -1
0, 1.524273, 0.766211, -1
0, 1.523522, 0.773601, -1
0, 1.521866, 0.780500, -1
0, 1.518447, 0.786391, -1
0, 1.516726, 0.793282, -1
0, 1.508096, 0.796083, -1
0, 1.505467, 0.802429, -1
0, 1.504517, 0.809805, -1
0, 1.502676, 0.816665, -1
0, 1.508454, 0.828261, -1
0, 1.507372, 0.835683, -1
0, 1.506250, 0.843111, -1
0, 1.504245, 0.850008, -1
0, 1.496318, 0.853117, -1
0, 1.500131, 0.863798, -1
0, 1.497186, 0.870141, -1
0, 1.495878, 0.877580, -1
0, 1.493700, 0.884468, -1
0, 1.493973, 0.893031, -1
0, 1.485931, 0.895985, -1
0, 1.490250, 0.907383, -1
0, 1.480527, 0.909145, -1
0, 1.479005, 0.916575, -1
0, 1.477443, 0.924009, -1
0, 1.475027, 0.930867, -1
0, 1.479880, 0.942979, -1
0, 1.477371, 0.949861, -1
0, 1.477247, 0.958513, -1
0, 1.475464, 0.965992, -1
0, 1.472839, 0.972876, -1
0, 1.466185, 0.976746, -1
0, 1.470667, 0.989050, -1
0, 1.462372, 0.991672, -1
0, 1.459615, 0.998526, -1
0, 1.458398, 1.006607, -1
0, 1.453993, 1.012219, -1
0, 1.454260, 1.021547, -1
0, 1.453690, 1.030270, -1
0, 1.450736, 1.037120, -1
0, 1.452394, 1.047760, -1
0, 1.451669, 1.056526, -1
0, 1.450122, 1.064666, -1
0, 1.446996, 1.071527, -1
0, 1.440019, 1.075150, -1
0, 1.432274, 1.078084, -1
0, 1.432861, 1.088151, -1
0, 1.437912, 1.102179, -1
0, 1.435346, 1.109679, -1
0, 1.432739, 1.117177, -1
0, 1.428599, 1.123342, -1
0, 1.428144, 1.132838, -1
0, 1.433552, 1.147730, -1
0, 1.431481, 1.155935, -1
0, 1.422754, 1.158034, -1
0, 1.419883, 1.165535, -1
0, 1.417699, 1.173718, -1
0, 1.414742, 1.181216, -1
0, 1.413911, 1.190786, -1
0, 1.412300, 1.199675, -1
0, 1.412068, 1.209969, -1
0, 1.416762, 1.225189, -1
0, 1.414245, 1.233434, -1
0, 1.408144, 1.238144, -1
0, 1.407658, 1.248506, -1
0, 1.397993, 1.249615, -1
0, 1.403693, 1.266422, -1
0, 1.402324, 1.276109, -1
0, 1.392595, 1.277139, -1
0, 1.397336, 1.293342, -1
0, 1.390996, 1.297957, -1
0, 1.388049, 1.306198, -1
0, 1.393199, 1.323249, -1
